“Мэта апраўдвае сродкі” – чый гэта лозунг?|Макиавелли
Гэта кветка ў Нямеччыне завуць “меркай кахання”. Я не пытаю, што гэта за кветку, я пытаю, якая кветка можна было назваць так у нас?|рамонак
“Эх, раз ... раз”?|яшчэ
Паўднёвае сузор'е; мифологич. істота; раман Апдайка.|кентаўр
“Юнона і ...”|ану
“Я ўсё прабачу, – крычаў Астап бацьку Фёдару, – толькі аддай...” Што?|каўбасу
“Я не манашка, а пакуль толькі ...” (А. Купрын)|беліца
“Я зара падарвуся, як 300 тон ...” (зарад героя песні В. Высоцкага)|траціл
А. кончаловский пасля выйсця яго першай амерыканскай карціны “Ўмілаваныя Марыі” быў рады прывезці Форману ў Нью-Ёрк слоіка з кінастужкай, а не... Што?|слоікі з ікрой
Абрэвіятура выраза “вось яна, дабрыня камуніста андропава!”?|гарэлка
Аўтамабіль горкаўскага аўтазавода, у 70-е гады лічыўся “стромкай” вясельнай машынай?|гарбаткі
Аўтамабільнае прозвішча|марка
Аўтамабільны фіякр|таксі
Аўтар радкоў: “зайку кінула гаспадыня”?|Барта
Аўтар эпапеі “ўладар кольцаў”?|Толкіен
Аўтары тэлеперадачы “Сто да аднаго” задалі людзям пытанне: “Хто часта кажа шэптам?” Назавіце самы папулярны адказ|суфлёр
Аўтатранспарт, які перавозіць у “месцы, не гэтак аддаленыя”?|варонак
Адрасуючы асоба сакрэтныя лісты, старажытныя рымляне ставілі “tibi еt igni”, што азначала “табе і ...”. Хто быў другім адрасатам?|агонь
Азербайджанскі чабан Ширали Мислимов, пражылы больш 120 гадоў, не раз казаў: “Працаваць трэба заўсёды, бяздзейнасць нараджае ляноту, лянота нараджае...” Што нараджае ляноту па меркаванні гэтага даўгавечніка?|смерць
Акурат да чарговага першага красавіка ў МФТИ з'явіўся “сшытак для новых физтехов”. Якая постаць была скарыстана замест звычайных сшыткавых клетачак?|шасцікутнік
“Амер. смуроднік” – скунс, наша “смуроднік” – ... (жывёла?)|тхор
Амерыканская музычная канферэнцыя ў 1977 г. вызначыла гэта як “дрэнная драўляная духавая прылада, на якім ніхто не ўмее гуляць добра”. Што ж гэта за прыладу?|габой
Амерыканскі акцёр, які згуляў у камедыі “Маска” (прозвішча)?|Кэры
Амерыканскі генетык. Нобелеўская прэмія (1985; сумесна з Дж. Л. Голдстайном)?|Браун
Амерыканскі пісьменнік, аўтар раманаў “Вялікі Гэтсби” і “Ноч далікатная”?|Фицджеральд
Амерыканскі навуковец Минц піша пра яго так: “Рэдкасць у 1650 г., дэлікатэс у 1750 г., ён стаў неабходнасцю ў 1850 г.”. Пра што ідзе гаворка?|цукар
Амерыканцы з'едліва кажуць: “Можна паступаць траяк: правільна, няправільна і...” Як яшчэ можна паступаць па іх меркаванні?|па-японску
Анатоль Франс сфармуляваў так званы “закон цікавасці”: “Каб пераварыць веды, трэба паглынаць іх з ...” . Скончыце думку Франса|з апетытам
Ангельская “пустэча”, якая пасля запаўнення здольная стаць дакументам?|бланк
Ангельскі часопіс “Еlесtrоniс соmроnеnts” задае сваім чытачам загадку: круглае, з хвастом і ўсё разбівае. Што ж гэта такое?|коска
Ангельскі пісьменнік Дж. Конрад назваў яго “сумленным кавалкам жалеза”. Пра што ідзе гаворка?|якар
Ангельскі хімік Уільям Праут, які жыў у першай палове 19 стагоддзі, лічыў гэта “першаснай матэрыяй”, пасродкам кандэнсацыі якой утварыліся ўсе элементы. Назавіце гэта|вадарод
Ангельцы іранічна кажуць пра яго: “Гэта чалавек, які ніколі не робіць нічога дрэннага ненаўмысна”. Хто ж гэта?|джэнтльмен
Андрэй Кнышев з поўнай падставай сцвярджае, што з моманту пабудовы ў ёй адбыліся дадатныя зрухі. Што менавіта ён заве “падлай”?|Пізанскую вежу
Анекдот: Кандытар прыходзіць на біржу працы і кажа: “Я шукаю сабе ў краму прадаўшчыцу”. “Маладую ці старую?” “Мне без розніцы. Галоўнае, каб яна была...” Кім?|дыябетыкам
Арабы звалі гэта “нузадир”, а як мы завём гэту смуродніка?|нашатыр
Арабы прысвоілі самай зыркай зорцы гэтага сузор'я назва Альтаир, гэта значыць “якая ляціць”. А што гэта за сузор'е? “сузор'е ...”|Арла
Афарызм Козьмы Пруткова: “Балбатун падобны ківачу – і таго, і іншага трэба...” Скончыце афарызм?|спыніць
Ацтэкі звалі яго “громападобным тапірам”. Адзін з іх прыналежаў Картэсу, і пасля яго смерці індзейцы яго муміфікавалі і ўшаноўвалі яму. Хто ж ён?|конь
Байран у вершы “Карсар” пісаў: “Оружье слабых, усім яна пагражае: для жанчыны і меч яна, і шчыт”. Пра што гэта ён? “о ...”|слязе
“Бас” рухавіка|вуркатанне
“Ўцёкі” капіталу за мяжу|адток
“Утрапёнасць” па-грэцку|манія
“Бензін” для гераічнасці|адвага
Бярнард Шоў: “Ёсць 50 спосабаў сказаць «ды» і 500 спосабаў сказаць «няма» і толькі 1 спосаб...” Скончыце афарызм.|напісаць гэта
Бэта Льва Денебола ў перакладзе пазначае “хвост ільва”. А зорка Альдебаран перакладаецца як “вока...” Каго?|цяля
Бісмарк аднойчы сказаў: “Я ашукваю людзей тым, што кажу ім...” Што?|праўду
“Блыха” сярод гоначных аўтамабіляў|карт
“Чароўная” і, як часта бывае, жаночая роля Юрыя Стоянова ў “антычнай” кинокомедии “Подзвігі Геракла” Сяргея Овчарова|Гера
Хвароба катаракта завецца грэцкім словам, якое азначае “што зрыньваецца”. А што старажытныя грэкі называлі катарактамі?|вадаспады
“Вялікая вёска”, сталая амерыканскай краінай|Канада
Вялікае значэнне ў Афінах надавалі змаганням драматургаў, так пасля пастаноўкі “антигоны” ў 442 г. да н. э. яе аўтар быў абраны стратэгам. Назавіце аўтара.|Сафокл
Барыс Палявой, рэдагуючы часопіс “Юнацкасць”, часта ставіў на палях лічбу 22. Што гэта азначала?|перабор
“Борщевой” барыш|навар
“Бракаваная” дама|жонка
Браты, чый раман “Эра літасці” лёг у аснову фільма “Месца сустрэчы змяніць нельга” С. Говорухина?|Вайнеры
Літаральны сэнс гэтага выраза – “глядзі, адкуль нясуцца паветраныя струмені”, а ў самым выразе згадваецца тое, за чыім кірункам патрабавалася сачыць маракам. За кірункам чаго ж?|носа
Асначы звалі яе “бутызкой” і насілі за стужачкай капялюша на лбу, як кукарду. А як завём яе мы?|лыжка
Бураты завуць іх “жабамі, якія маюць костка”. Паважаныя гульцы! Назавіце тую з іх, чыё імя непарыўна злучана з кандытарскім вырабам з тонкакрупчастага асадка.|тортила
Былая жонка Джыма Кэры, расчараваўшыся ў мужу, заявіла: “Я жадала атрымаць сакавіцкага ката, а атрымала...”. А каго, уласна, атрымала?|сакавіцкага зайца
Былі раней такія наказные гетманы. Будзь яны ў наш час, хутчэй за ўсё, замест слова “наказной” у дакументах стаялі б зазвычай дзве літары, а якія?|і пра
Існуе ходкі выраз “гусакі Рым выратавалі, а ўтчы свет загубяць”. Якія качкі маюцца на ўвазе?|газетныя
Быць часткай цэлага пад назве “жыццё”?|шчасце
Ў “Дао дэ цзин” сказана, што вайскаводаў, гэтак жа як і перамогу, па праве трэба сустракаць гэтым. Вядомая група музыкаў выкарыстоўвала гэта для рэпетыцый. Што ж гэта?|пахавальная працэсія
Ў “Залатым асле” апулея ёсць такі фрагмент: на берагавым грэбні сядзіць вясковы бог пан і, абняўшы багіню, вучыць спяваць яе на розныя галасы. Скажыце, а як клікалі гэту багіню?|рэха
Ў “Палявым вызначальніку эстонскіх русалак” паказана сямейства головочесок, ці сарitisсrаbidае. Чым хварэюць у адрозненне ад іншых головочесок русалкі сарitirаdеns nigrоdеntаtа?|карыесам
У “Сінадальнай кормчей кнізе” (1280 г.) утрымоўваецца асуджэнне здраднікаў радзімы, якія супрацоўнічалі з мангола-татарамі “скотолюбия дзеля”. А як бы мы сказалі цяпер? “дзеля ...”|грошай
У “слоўніку замежных слоў” гэта слова – “невялікая канапа з паднятым падгалоўем”. у “сучаснай кухні” – “маленькія бутэрброды на падсмажаным хлебе”. Што ж гэта за слова?|канапе
Ў “Слоўніку...” В. І. Даля ў яго каля дзясятка сінонімаў: гусек, ладейка, палятуха і т. п. у Японіі і Кітаі яго выраб – нацыянальнае мастацтва. Што гэта?|паветраны змей
У 1382 году князь Зміцер заплаціў за 24000 масквічоў 300 рублёў; па рублі з паўрублём за кожныя дзесяць тузінаў. Каму былі выплачаны гэтыя грошы?|далакопам
У 1502 году Хрыстафору Калумбу, які прыплыў на выспу Гуанаха (цяперашні Гандурас) першабытнікі паднеслі дзіўны напой пад назвай “ксоколатль”. Як мы цяпер завём падобны напой?|шакалад
У 1519 году, тата Лёваў Х заявіў: “што ж, засталося знайсці толькі Гаўрыіла!”. Назавіце тых, што прычыніліся гэтага выказвання|Мікеланджэла і Рафаэль
У 1578 году агент ангельскай гандлёвай кампаніі ў Маскве Френсис Черри паведаміў на радзіму: “Са слоў рускіх, за Оббю знаходзіцца Цёплае мора...”. Пра які “Цёплы мор” ішла гаворка? “о ...”|ціхім акіяне
Ў 16 павеку ў індзейцаў быў папулярны мова дымоў. Адзін дым – тут прывал; два – трывога; тры – добрыя весткі; чатыры – вялікая рада. А што азначалі пяць дымоў?|хтосьці падпаліў лес
У 1603 г. італьянскі лекар Санторио, скарыстаўшыся рэкамендацыямі Галілея, вынайшаў прыбор, які назваў “пульсологиум”. Што ён з сябе ўяўляў?|ківач са шкалой
У 17 гадоў ён хаваўся ад “мудрасці” ў траецкім манастыры. Хто ён?|Пётр I
У 1714 году А. Меншыкаў пабудаваў палац з вялікай колькасцю аранжарэй, у якіх выгадоўваліся апельсіны. Ён так і назваў палац “апельсінавае дрэва”. А як гэта гучыць па-нямецку?|ораниенбаум
У 1780 г. гэта здарылася з Флитом і Ньюгейтом, што знайшло адлюстраванне ў рамане Диккенса “Барнебю радж”. Хто падзяліў іх лёс праз дзевяць гадоў па іншы бок Ла-Манша?|Бастылія
Ў 1821 г. “Пармская газета” апавясціла пра скон “шаноўнага мужа нашай гаспадарыні герцагіні пармскай”, не назваўшы чамусьці імя нябожчыка. Хто ён?|Напалеон
У 1866 г. нямецкі біёлаг э. геккель увёў новы тэрмін, корань якога перакладаецца як “жыллё”, і назваў ім “навуку пра хатні побыт жывых арганізмаў”. успомніце гэты тэрмін?|экалогія
Ў 1885 году выдавецтва “М. О. Вольф” як і заўсёды выпусціла кнігу “дума за думай, ці памятная кніга на кожны дзень”. Колькі ў ёй было старонак?|365
У 1890 г. ён быў “прысутным”, у 1902 г. – “зрынутым”, у 1892 (?) г. – “якія ляцяць”. Назавіце яго|дэман
У 1900 г. у Англіі быў выдадзены падручнік па... Зрэшты, паслухайце цытату: “перпендыкулярны кут – 60°. Абсалютна перпендыкулярны – 65°. Які навісае – 70°...” Па чым жа быў гэты падручнік?|альпінізм
У 1918 г. вядомы парыжскі ювелір Абель Лефлер атрымала замова вырабіць спартовы прыз. На пытанне майстра, што ж галоўнае ў гэтым спорце, кліент адказаў: “перамога”. А што ж гэта быў за спорт?|футбол
У 1920 г., быўшы ва Ўладзікаўказе, М. А. Булгакаў напісаў даволі слабую п'есу “Сыны мулы”. Сам ён кажа, што яе пісалі трое – ён сам, памагаты паверанага і... А хто трэці?|голад
У 1922 году – “жоўты прапор”. У 1925 году – “пунсовы мах”. А назва, вядомае з 1929 гады і дагэтуль, назавяце вы|белая гвардыя
Ў 1930 г. Бярнард Шоў напісаў п'есу для лялечнага тэатра пад называннем “Шэк супраць Шэва”, у якой толькі два дзейсных твары. Назавіце іх імёны|Уільям
У 1930 г. два геніяльных іспанца стварылі скандальнае “залатое стагоддзе”. Як зваўся іх яшчэ больш скандальны першы твор, якое ўбачыла святло за два гады да гэтага?|андалузский сабака
Ў 1954 г. удзельнікаў гэтай бітвы ўзнагародзілі медалямі “за перамогу над Японіяй”. Што гэта за бітву? “бітва пры ...”|Чемульпо
Ў 1990 году 115-летняя французская акторка Жана-Луіза Кальмон знялася ў сумеснай франка-канадскай карціне “Вінцэнт і я”. Як клікалі яе гераіню?|Жана-Луіза Кальмон
У 1994 году пецярбургскі ТЮЗ адзначаў сваё 72-годдзе, на сцэне тэатра ішоў спектакль, які самі артысты завуць: “наша гарбатая «чайка»”. А як гэты спектакль завём мы?|канёк-гарбунок
У ХIХ павеку ў Францыі быў модны прадмет з надпісам “тут я заснуў”. А які прадмет у нашы дні выконвае такую функцыю?|закладка
Ў акцёрскай гімназіі Аляксея Бояршинова ёсць практыкаванне – уяўна вырабіць нізкае, расцягнутае “ў-у-ў-у”. Якая рэакцыя арганізма гэтым выклікаецца?|позех
У Англіі ў ХVI ст. ён быў вядомы як “начны кашмар”, а рускія ў ХIХ ст. звалі яго “да вядомай ступені інтэлігентам”. Хто ён?|блашчыца
Ў Англіі вельмі шырока распаўсюджаны напой, які ангельцы завуць “белай кавай”. Што ён з сябе ўяўляе?|кава з малаком
У ангельскай мове “расліннае яйка” – баклажан, “рыбіны яйкі” – ікра. А што такое “рускае яйка”?|матрошка
Ў красавіку 1967 гады, падчас запуску “Звяза-1”, ён быў дублёрам Уладзіміра Комарова і меркавалася, што ўвосень ён і Ўладзімір Ваўкоў здзяйсняў палёт на “Звязе-3”. Пра каго ідзе гаворка? “о ...”|Юрыі Гагарыне
Ў біблейскай “песні песень” аўтар параўноўвае постаць прыгажуні з пальмай, шыю з вежай слановай косткі, вочы з сажалкамі ў Хешбоне. А што ён параўноўвае з горнай вежай на дазоры супраць Арама?|нос
У бібліі гаворыцца: “ты [Майсей] будзеш яму [Аарону] казаць і ўкладаць у вусны яго. І будзе ён казаць замест цябе да народа”. Назавяце чыннік?|коснаязыкасць Майсея
Ў Бразіліі вынайшлі экзатычнае паліва – “дендизел”. Гэта сумесь, якая складаецца з масла пальмы “дэндзі” (ёсць такая пальма), а назавіце другую кампаненту|дызельнае паліва
Ў ватыканскім саборы св. Пятра ёсць дзверы з надпісамі: “ангельскі”, “нямецкі”, “французскі”, “іспанскі” і т. д. Што знаходзіцца за гэтымі дзвярамі?|спавядальні
Ў вергилиевой “Энеиде” якая памірае Дидона кажа рымлянам: “Ды паўстане калі-небудзь з нашых костак мсцівец”. І мсцівец паўстаў. Хто ж гэта быў?|Ганібал
У Нямеччыне кажуць: “Каб зрынуць урад Баварыі, досыць на дзень-два пакінуць яе жыхароў без ...” Без чаго?|піва
Ў гады індустрыялізацыі на шматлікіх якія выпускаліся тады станках рабіўся фабрычны надпіс “дип”. Каго ж з тых часоў мы ўсё збіраемся, ды не можам “дипнуть”?|Амерыку
Ў Галандыі выпушчана “Энцыклапедыя гномаў”, у якой ёсць такія радкі: “У Расіі гном адрозніваецца сварлівым, а то і зласлівым характарам і завецца...” Як? (кім?)|дамавікам
У галандскім горадзе Лезварден варта помнік, на пастаменце якога напісана: “нашай маці”. Каму ён пастаўлены?|карове
Ў гомельскай прэсе часта можна ўбачыць рэкламную аб'яву фірмы “32 волата”. Чым, мяркуючы па яе назве, займаецца гэта фірма?|стаматалогіяй
У гараскопах газеты “Антэна” астралагічныя знакі абавязкова ўключаюць нешта тэлевізійнае. Знакам якога знака з'яўляецца тэлевізар з дзюрой у экране?|стралец
У дэтэктыве П. Северцева “Арыёза хакера” прозвішча дзейсных твараў зменены. Там згадваюцца два спевака, Мармеладзе і Дайсюткин. Якія іх сапраўдныя імёны?|Валер
У дарэвалюцыйнай Расіі як быль распавядаюць пра тое, што адзін уладальнік віннага склепа, паміраючы, сказаў: “Сын мой, віно можна рабіць з усяго, нават з ...” З чаго?|вінаграда
Ў найстаражытным самурайскім кодэксе “Шлях ваяра” падрабязна пералічваецца ўсё, што павінен быў рабіць японскі ваяр. А што яму прадпісвалася рабіць раніцай і ўвечар да і пасля ежы?|чысціць зубы
Ў Старажытным Вавілоне гэтым словам звалі царскіх атожылкаў, якія вянчаліся на царства, ледзь дасягнуўшы паўналецця; а цяпер яго вельмі кахаюць перамоглыя дэмакраты. Назавіце гэта слова|шпана
Ў будынку, збудаваным для ўрадавых канцылярый Фларэнцыі, неўзабаве была змесцавана найвядомая мастацкая галерэя, а назва “канцылярыя” так за ёй і засталося. Назавіце яе|Уффици
У знакамітай манаграфіі “Эксперымент. Тэорыя. Практыка.” Пётр Капица сцвярджае, што гэты вядомы паэт стаў вялікім рускім навукоўцам у 1911 году. Назавіце ж яго|Ламаносаў
У значэнні “чара шаляў” гэта ўпершыню сустракаецца ў Гамера, а ў значэнні “духоўная адоранасць” – у бібліі. Што гэта?|талент
У іспаніі існуе прымаўка: “Можна прыкідвацца разумным, можна прыкідвацца добрым, але нельга прыкідвацца ...”. А кім нельга прыкідвацца?|закаханым
У якім горадзе адбываецца дзеянне паэмы “Руслан і Людміла”?|Кіеў
У якой краіне нарадзілася вядомая ў асяроддзі планерыстаў прымаўка: “лётаць можа ўсё, калі толькі правільна паставіць па ветры”? “у ...”|Кітаі
Ў якой частцы дрэва адбываецца працэс фотасінтэзу? (“у ...”)|лісці
Ў якім годзе ў брытанскай прэсе з'явіўся артыкул, азагалоўленая “Генерал Мароз, які голіць маленькага Бонни”? “у ...”|1812
У якім годзе прынялі “дэкларацыю незалежнасці” ЗША?|1776
У Канах “залатая пальмавая галіна”, у Венецыі “Залаты леў”, у Берліне “Залаты мядзведзь”. А ў якім прыморскім горадзе “Залатая ракавіна”?|Сан-Себасцьян
У керамічнай вытворчасці – гэта обожженнные вырабы, не пакрытыя глазурай, а ў смецці гэта самае “карыснае”. Што ж гэта?|утыль
У кітайскай мове існуе знак, якім пазначаюць слова “чалавек”. А што пазначае такі ж знак, але намаляваны гарызантальна?|нябожчык
