Несправядлівае, прадузятае стаўленне навошта-або; прадузятасць|прыхільнасць
Механічнае злучэнне разнастайнага|кангламерат
Сучаснае манапалістычнае аб'яднанне прадпрыемстваў, якія належаць да розных эканамічных сфер і не злучаных прамой вытворчай кааперацыяй|кангламерат
Збор, арганізацыя|кангрэгацыя
Акадэмічны збор, што з'яўляецца дарадчым органам у ангельскіх універсітэтах|кангрэгацыя
Рэлігійная арганізацыя, непасрэдна злучаная з манаскім ордэнам і якая складаецца са святароў і парафіян (у каталікоў)|кангрэгацыя
Ўстанова, што ўваходзіць у склад Рымскай курыі (у Ватыкане)|кангрэгацыя
Ўдзельнік кангрэса|конгрессист
Чалец кангрэса|конгрессист
Чалец палаты прадстаўнікоў кангрэса ЗША|кангрэсмен
Чалец заканадаўчага органа – парламента|кангрэсмен
Прыбор, прылада для кандэнсацыі|кандэнсатар
Назапашванне чаго-небудзь у якой-небудзь колькасці|кандэнсацыя
Пераход рэчыва з газападобнага стану ў вадкае ці цвёрдае з прычыны астуджэння ці сціскі|кандэнсацыя
Апарат для кандыцыянавання паветра|кандыцыянер
Ажыццяўленне дзяржаўнага кіравання тэрыторыяй сумесна дзвюма ці некалькімі дзяржавамі (у міжнародным праве)|кандамініум
Гадоўля канёў|конегадоўля
Суперніцтва ў чым-небудзь; барацьба за дасягненне лепшых вынікаў|канкурэнцыя
Чалец Кансерватыўнай партыі (у Вялікабрытаніі)|кансерватар
Гандлёвы пасроднік, які прадае тавар, дасланы з-за межы для продажу на вызначаных умовах|консигнатор
Форма продажу тавара за мяжу, пры якой уладальнік тавара адпраўляе яго гандлёваму пасродніку для продажу на вызначаных умовах|кансігнацыя
Ўстанова па царкоўных справах пры епархіяльным архірэю (у праваслаўі)|кансісторыя
Нарада кардыналаў пад старшынствам таты (у каталіцызме)|кансісторыя
Набор у войска на аснове вайсковай павіннасці, але з дапушчэннем выкупу і намесніцтвы (у шэрагу еўрапейскіх краін з канца ХVIII ст. да ўводзін усеагульнай вайсковай павіннасці)|канскрыпцыя
Метады, якія ўжываюцца нелегальнай арганізацыяй для захавання ў таямніцы яе дзейнасці; выкананне таямніцы|канспірацыя
Ўсталяванне, пацверджанне несумненнасці наяўнасці|канстатаванне
Асноўны закон дзяржавы, што вызначае яго грамадская і дзяржаўная прылада, выбарчую сістэму, прынцыпы арганізацыі і дзейнасці дзяржаўных органаў і асноўныя правы і абавязкі грамадзян|канстытуцыя
Будынак, структура (звычайна ў дачыненні да комплексу індывідуальных анатамічных і фізіялагічных асаблівасцяў арганізма)|канстытуцыя
Адмысловец, які канструюе штосьці, што стварае канструкцыю|канструктар
Дзіцячая гульня, якая ўяўляе сабою набор дэталяў, з якіх можна збіраць розныя прадметы, збудаванні і т. п.|канструктар
Склад і ўзаемнае размяшчэнне частак збудавання, механізму|канструкцыя
Ўзначаленае консулам прадстаўніцтва дзяржавы ў пункце іншай дзяржавы|консульства
Перыяд кіравання консулаў (у Старажытным Рыме)|консульства
Перыяд у гісторыі Францыі ад перавароту Напалеона Банапарта 9 лістапада 1799 г. да абвяшчэння Імперыі ў 1804 г.|консульства
Таемны правоз ці перанос праз дзяржаўную мяжу забароненых ці абкладных мытай тавараў, каштоўнасцяў і т. п.|кантрабанда
Арганізацыя ці твар, якое прымае на сябе абавязання па кантракце|кантрактант
Арганізацыя, што вырабляе кантрактацыю|кантрактант
Абмежаванне рухомасці сустава з прычыны яго паразы, пашкоджанні мяккіх тканін (скуры, цягліц, звязкаў) ці нерваў (у медыцыне)|кантрактура
Талон, які дае права на бясплатнае наведванне тэатра, цырка і т. п.|кантрамарка
Мелодыя, суправаджалая асноўную тэму|контрапункт
Драўляная духавая музычная прылада нізкага рэгістра, які гучыць на актаву ніжэй фагота|контрафагот
Плацяжы, спаганяемыя дзяржавай-пераможцам з пераможанай дзяржавы|кантрыбуцыя
Грашовы ці натуральны збор, спаганяемы непрыяцелем падчас вайны з насельніцтва занятай ім тэрыторыі|кантрыбуцыя
Сустрэчны манеўр, што прадпрымаецца з мэтай процідзейнічаць суперніку|контрманеўр
Спрэчка, рознагалоссе|кантраверза
Спрэчнае пытанне|кантраверза
Пакатасць вонкавага рова ўмацаванняў, звернутая ў бок суперніка|контрэскарп
Земляная процітанкавая перашкода ў выглядзе стромкага штучнага адхону|контрэскарп
Збор, нарада прадстаўнікоў урадаў, партыйных, грамадскіх, навуковых і т. п. арганізацый для абмеркавання і рашэнні пытанняў|канферэнцыя
Сцвярджэнне пастановы, судовага прысуду і т. п. вышэйшай дзяржаўнай уладай (у некаторых краінах)|канфірмацыя
Абрад прыёму ў царкоўную абшчыну падлеткаў, дасягнулых вызначанага ўзросту (у каталіцкай і пратэстанцкай царкве)|канфірмацыя
Вынятак па пастанове судовай улады ў карысць дзяржавы маёмасці, каштоўнасцяў і т. п.|канфіскацыя
Паслядоўнік канфуцыянства|канфуцыянец
Слізістая абалонка, якая пакрывае заднюю паверхню павекаў і пярэднюю частку вочнага яблыка да рагавіцы|кан'юнктыва
Збег акалічнасцяў, што склалася становішча, якое стварылася становішча ў вобласці грамадскага жыцця, здольныя паўплываць на зыход, вынік чаго-небудзь|кан'юнктура
Сукупнасць прыкмет, што характарызуюць стан эканомікі ў вызначаны перыяд|кан'юнктура
Твар, арганізацыя, якія здзяйсняюць каардынацыю|каардынатар
Узгадненне, мэтазгодныя суадносіны дзеянняў, з'яў і т. п.|каардынацыя
Фізіялагічна абумоўленая ўзгодненасць рухаў, функцыянавання органаў чалавека ці жывёлы|каардынацыя
Спосаб прышчэпкі зрошчваннем уцёкаў дзічкі з тронкам які культывуецца гатунку, што ўжываецца, калі шчэпа і прышчэпа маюць аднолькавую таўшчыню|капуляванне
